# Pathway	4367_Abundance	4368_Abundance	4369_Abundance	4370_Abundance	4371_Abundance	4372_Abundance	4373_Abundance	4374_Abundance	4375_Abundance	4376_Abundance	4377_Abundance	4378_Abundance	4379_Abundance	4380_Abundance	4381_Abundance	4382_Abundance	4383_Abundance	4384_Abundance	4385_Abundance	4386_Abundance	4387_Abundance	4388_Abundance	4389_Abundance	4390_Abundance	4391_Abundance	4392_Abundance	4393_Abundance	4394_Abundance	4395_Abundance	4396_Abundance	4397_Abundance	4398_Abundance	4399_Abundance	4400_Abundance	4401_Abundance	4402_Abundance	4403_Abundance	4404_Abundance	4405_Abundance	4406_Abundance	4408_Abundance	4409_Abundance	4410_Abundance	4412_Abundance	4413_Abundance	4414_Abundance	4416_Abundance	4417_Abundance	4418_Abundance	4419_Abundance	4421_Abundance	4422_Abundance	4423_Abundance	4424_Abundance	4425_Abundance	4426_Abundance	4427_Abundance	4428_Abundance	4429_Abundance	4430_Abundance	4431_Abundance	4432_Abundance	4433_Abundance	4434_Abundance	4435_Abundance	4436_Abundance	4437_Abundance	4438_Abundance
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	1.56628e-06	0	5.12436e-05	2.83405e-05	0.000221934	7.00087e-05	3.74983e-07	0	4.24574e-05	0	0.000278215	9.09131e-05	1.91387e-05	3.46377e-05	0	0.000167886	2.16494e-05	5.17309e-06	2.83494e-05	1.59077e-05	3.97953e-07	5.71001e-06	1.2509e-05	5.10117e-05	4.6971e-06	0.000179179	3.90847e-05	0.000154716	4.91944e-05	0	8.06149e-06	2.9479e-07	8.00707e-08	9.95056e-07	3.13047e-05	1.03801e-05	4.41051e-07	6.3822e-06	5.22109e-05	4.88326e-05	0	1.0881e-06	1.02222e-05	3.20984e-05	0.0001958	1.3009e-05	5.10849e-05	6.31179e-05	3.5767e-05	6.44824e-05	0	8.07078e-07	1.37947e-06	5.80404e-06	2.44367e-06	4.43514e-06	2.26834e-06	5.07454e-06	2.54572e-06	4.4886e-06	3.02029e-07	1.03354e-06	8.89774e-07	6.33076e-07	1.91336e-06	4.05771e-06	1.1256e-06	4.97336e-07
PWY0-1261: anhydromuropeptides recycling	1.52658e-05	0	0.000164476	0.000117937	0.000394518	0.000218884	3.81649e-06	0	0.000107334	1.64469e-06	7.05212e-05	0.000232683	8.99812e-05	8.85787e-05	0	0.000301437	9.66518e-05	4.52176e-05	0.00011539	7.89662e-05	1.80109e-07	9.99543e-05	6.32062e-05	0.000137119	5.96264e-05	0.000353042	0.000153461	0.000323892	0.000127016	2.56164e-06	6.53413e-05	6.7594e-06	2.40296e-06	5.33929e-06	0.00012899	3.57218e-05	4.34273e-05	3.83548e-05	0.000148887	0	1.25731e-05	0	4.61835e-05	0.000267576	0.000341069	7.23394e-05	0.000121854	0.000262285	0.000114652	0.000150621	0	1.29153e-05	5.42928e-05	7.03407e-05	4.83793e-05	3.09921e-05	4.14132e-05	6.87979e-05	4.74273e-05	4.6353e-05	3.64242e-05	6.1462e-05	2.42399e-05	2.6075e-05	1.54742e-05	2.18633e-05	4.40113e-05	6.59772e-05
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	0	0	3.5998e-05	2.75432e-05	0.000129435	4.87117e-05	0	0	8.809e-06	0.000232657	9.95472e-05	6.44973e-05	2.05813e-05	2.5743e-05	6.4512e-05	0.000219411	6.25143e-06	3.28164e-07	1.13423e-05	1.00754e-05	0	2.30321e-06	9.35244e-06	9.43377e-06	1.63903e-06	0.000209301	3.57416e-05	0.000124282	5.51266e-05	0	3.40124e-06	0	0	7.1152e-07	0	3.63714e-06	0	5.02167e-06	0.000163965	0	4.99478e-05	0	1.04098e-05	2.34349e-05	0.000160941	1.25569e-05	3.17618e-05	1.77695e-05	1.24111e-05	6.58814e-05	0	0.000204034	5.40857e-07	4.21917e-06	0	1.84529e-06	1.84079e-06	4.12834e-06	1.09319e-06	1.10979e-06	0	6.01966e-07	0	0	1.4702e-06	2.22125e-06	6.15467e-07	0
PWY0-1296: purine ribonucleosides degradation	2.00371e-05	7.73946e-06	0.000530705	0.000414211	0.00028308	0.000520125	0.000484755	0.000115216	0.000483098	0.000281397	0.000333984	0.000277488	0.000457105	0.000427166	0.000118777	0.00031593	0.000347796	0.000456679	0.000456338	0.000752538	0.000616764	0.00038277	0.000354742	0.000376826	0.000672407	0.000203226	0.000485909	0.000194209	0.000206298	0.000667649	0.000564132	0.000532618	0.000535282	0.000418158	2.67167e-05	0.000463226	0.000468947	0.000540327	0.00018679	2.63159e-05	0.000104851	1.42352e-05	0.000542022	0.000359465	0.000267305	0.000507666	0.000330043	0.000249551	0.00044839	0.000349408	0.000167634	0.00025458	0.000583695	0.000492039	0.000500195	0.000583868	0.000519496	0.000507175	0.000453831	0.000466885	0.00053643	0.000572775	0.000540322	0.000499946	0.000304451	0.000423242	0.000381566	0.000490319
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	2.28451e-05	0	0.000203032	0.000199596	0.000235372	0.00036956	0.000322688	0.000128847	0.000361945	0.000308932	0.000361154	0.00019471	0.000186779	0.000216913	0.00011424	0.000322293	0.000109844	7.41496e-05	7.95454e-05	0.000171347	4.94451e-05	0.000156687	0.000112513	0.000361065	5.38588e-05	0.000210581	0.000236754	0.000187913	0.000203798	0.000129723	0.00027889	8.53111e-05	0.00012059	0.000435935	2.75951e-05	9.58907e-05	2.39131e-05	0.000161942	0.000207198	3.12611e-05	8.67528e-05	1.6258e-05	0.000128352	0.000378355	0.00022744	0.000396574	0.0003185	8.26231e-05	0.000166895	0.000170655	2.4683e-05	0.000282852	5.70732e-05	7.63505e-05	8.17873e-05	5.33259e-05	9.78089e-05	7.3875e-05	4.56996e-05	4.75319e-05	7.20766e-05	0.000107372	9.59181e-05	4.46396e-05	1.65944e-05	2.80045e-05	0.000110858	2.58328e-05
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	9.33052e-06	0	6.84247e-05	4.8024e-05	0.0001902	0.000162079	5.74647e-06	0	3.80776e-05	4.57173e-08	9.90522e-06	0.000130416	5.40532e-05	5.49412e-05	0	0.000169222	3.30702e-05	6.35619e-05	4.28889e-05	2.19797e-05	8.92394e-05	5.50546e-05	2.08902e-05	2.13209e-05	3.69165e-05	0.000189733	0.000172177	0.000154639	7.10594e-06	2.44058e-05	0.000108551	2.92316e-06	9.05073e-05	0.000116714	2.57915e-05	5.62463e-05	6.65965e-05	7.95104e-05	5.29957e-05	0	0	6.8852e-06	6.11753e-05	0.000167527	0.000186323	4.67574e-05	5.34605e-05	9.53292e-05	3.61788e-05	8.58205e-05	1.52259e-05	1.2477e-06	7.57578e-05	2.29294e-05	3.57127e-05	4.55561e-05	5.61082e-05	1.87945e-05	7.21085e-05	7.52456e-05	2.64693e-05	4.95404e-05	2.72178e-05	3.64553e-05	1.24093e-05	1.97381e-05	2.16352e-05	3.38293e-05
PWY0-1319: CDP-diacylglycerol biosynthesis II	5.49048e-05	0	0.000403774	0.000448778	0.00031501	0.00024335	0.000512114	0.000149137	0.00049464	0.000304593	0.000452969	0.000365053	0.00060415	0.000518893	0.000155843	0.00034919	0.000445137	0.000555149	0.000519234	0.000692517	0.000661909	0.000592201	0.000360986	0.000327593	0.000633559	0.000226053	0.000584755	0.000272223	0.000278461	0.000627764	0.000568036	0.000694048	0.000619455	1.40554e-05	0.000219225	0.000510489	0.000586513	0.000563018	0.000212873	4.90173e-05	0.000177972	4.45902e-06	0.000587677	0.000248079	0.000330127	0.000473784	0.000461522	0.000434295	0.000455374	0.000194975	0.000115668	0.000268333	0.000593533	0.000597945	0.000524203	0.000631157	0.0005354	0.000576715	0.000473373	0.000492532	0.000596213	0.000592302	0.000563355	0.00066272	0.000475571	0.00055651	0.000333927	0.000592194
PWY0-1338: polymyxin resistance	0	0	2.9345e-05	1.84012e-05	0.000164766	0	0	0	7.25103e-06	0	0	7.26292e-05	6.74392e-06	1.77552e-05	0	0.000110397	1.15434e-05	5.72351e-07	1.17816e-05	7.25681e-06	0	2.16496e-06	7.30853e-06	1.17978e-05	9.06557e-07	0.000141744	3.31705e-05	0.000139155	8.40058e-07	0	4.06625e-06	7.46161e-07	1.04413e-07	0	1.41793e-05	3.99392e-06	0	4.01144e-06	3.78205e-05	0	0	0	6.91383e-06	0	0.000148415	5.09716e-06	1.95363e-05	1.11557e-05	4.31872e-06	2.63438e-05	0	4.46727e-07	1.93971e-07	1.50379e-06	1.0376e-07	7.46567e-07	7.02676e-07	2.30969e-06	4.12382e-07	4.87498e-07	6.03612e-08	3.82932e-07	0	0	5.14036e-07	9.46697e-07	3.00542e-07	0
PWY0-1415: superpathway of heme biosynthesis from uroporphyrinogen-III	0	0	3.8013e-05	5.51441e-05	3.81937e-05	6.42541e-05	0	0	2.19667e-05	0	1.69453e-07	8.92594e-07	1.81807e-05	1.62581e-05	0	3.35988e-05	5.76402e-06	4.5299e-06	3.33116e-05	1.52706e-06	4.30321e-07	7.68311e-06	1.40392e-05	1.9465e-05	4.19222e-06	2.24161e-05	4.12195e-06	4.3158e-06	9.75196e-07	0	7.47155e-06	0	4.12852e-07	3.83775e-07	0	1.64959e-05	0	7.43139e-06	2.28589e-06	0	1.31721e-05	0	2.18502e-05	3.27996e-05	1.62611e-05	1.61371e-05	3.38093e-05	3.29814e-05	8.26577e-06	5.72177e-05	2.87624e-05	3.71367e-07	1.73249e-06	1.97538e-06	1.30854e-06	2.05985e-06	8.51756e-07	3.52062e-06	3.06969e-07	6.39112e-07	0	7.70164e-07	1.01347e-06	0	2.66066e-06	3.50225e-06	1.14488e-06	0
PWY0-1479: tRNA processing	0	0	0	0	4.57465e-06	0	0	0	0	0	0	0	4.29316e-06	5.84346e-06	0	0	0	0	0	1.05638e-06	8.05742e-06	0	0	0	7.00417e-06	1.25647e-06	0	3.99955e-05	3.24839e-06	0	5.79893e-06	2.37854e-06	0	0	0	0	4.17405e-06	2.90046e-07	0	0	3.53377e-06	2.35911e-05	1.53255e-06	2.64178e-05	4.80349e-06	3.0768e-06	0	0	9.79972e-06	0	0	2.28449e-06	1.43992e-05	1.82476e-05	1.03112e-05	2.27815e-06	1.31151e-05	1.67844e-05	8.40854e-06	1.1792e-05	7.22463e-06	1.37812e-05	7.49657e-06	7.18355e-06	2.81431e-05	1.73491e-05	3.48471e-06	3.91035e-06
PWY0-1533: methylphosphonate degradation I	0	0	6.04473e-05	2.78494e-05	0.000286521	0	0	0	1.20906e-05	0	0	0.00013131	9.82435e-06	2.25467e-05	0	0.00013149	3.18068e-05	1.34015e-06	2.13679e-05	2.26365e-05	9.21691e-08	7.56305e-06	1.6182e-05	1.89165e-05	2.54597e-06	0.000252953	1.95677e-05	0.000210642	7.36769e-07	0	3.90263e-06	0	0	0	0	9.7397e-06	0	6.60847e-06	3.11523e-05	0	0	1.72244e-06	9.09824e-06	0	0.000233383	1.27379e-05	4.11147e-05	2.02386e-05	6.87991e-06	5.36329e-05	0	1.8041e-07	8.09334e-07	1.63712e-06	4.12868e-07	1.9655e-06	1.0165e-06	1.76132e-06	5.17459e-07	4.67008e-07	1.72249e-07	7.74334e-07	0	8.83001e-08	1.13488e-06	1.78481e-06	3.68829e-07	0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	4.0863e-06	0	0.000200494	0.000254152	0.000682153	0.000193214	1.30459e-05	9.59986e-06	0.000130803	0.000217683	0.000581792	0.000351057	0.000129023	0.000116855	1.16391e-05	0.000368806	0.000110529	0.000284313	0.000166191	0.000690298	5.87312e-05	0.000157322	0.00025529	0.000217031	0.000300143	0.000677372	0.000236372	0.000551684	7.11926e-05	6.38814e-05	0.000206839	3.77894e-07	3.67366e-05	3.96085e-06	3.35636e-05	8.42214e-05	0.000209903	0.000137816	0.000189595	9.99255e-05	5.29868e-05	7.17095e-06	0.000177681	0.000230107	0.000677657	9.03187e-05	0.000142974	0.000138511	9.41483e-05	0.000213402	0	0.000184915	0.000177746	4.22121e-05	0.000183612	0.000295653	0.000202591	3.10671e-05	0.000134125	0.000137152	0.000222865	0.000173516	0.000173293	7.70543e-05	9.36776e-05	7.95892e-05	0.000119234	0.000146986
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	1.02379e-05	0	0.000127359	8.79181e-05	0.000160578	0.000240393	0.000112464	0.000168589	0.00019056	0.000253988	0.000204712	0.000182866	0.000110867	0.000106633	7.1326e-05	0.000207363	0.000194762	0.000186556	5.34417e-05	0.000933596	0.000140881	0.000426963	0.000528111	0.000127182	0.000547055	0.000140481	0.000166347	0.000166973	0.000114279	0.000283365	0.000375006	0.00012625	0.000283076	2.91078e-06	7.38403e-05	0.000250715	0.00026549	0.000324494	0.000143997	0	6.55395e-05	0	0.000209615	0.000175596	0.000179399	5.74827e-05	7.85058e-05	0.000252675	0.000164894	8.96516e-05	0.000123311	0.000242575	0.000285662	0.000265675	0.00028138	0.00035382	0.000285606	0.000262402	0.000293646	0.000303547	0.00029259	0.000394995	0.000401539	0.000169811	0.000108224	0.0001715	0.000142814	0.000405023
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	6.56023e-06	0	0.000273025	0.000180373	0.000163957	0.000245429	0.00012301	3.72967e-05	0.000280359	0.000253302	0.000233531	0.000181515	0.000171916	8.69766e-05	0.000117219	0.00024031	0.000163236	0.000289701	0.000267093	0.000431021	0.000113844	0.000426176	0.000409851	0.000244276	0.000350947	9.73773e-05	0.000105717	0.000149336	0.000129234	0.000149171	0.000259776	8.43422e-05	0.000193865	9.32241e-05	6.20859e-05	0.00021347	0.00021505	0.000241199	0.000224387	0	0.000132287	0	0.000167361	0.000397108	0.000269311	9.89928e-05	9.7186e-05	0.000308204	0.000229142	9.87626e-05	0.00012453	0.000316797	0.000193339	0.000166415	0.000199141	0.000207494	0.000211146	0.000167331	0.000208891	0.000215224	0.000224823	0.000254816	0.000261056	0.000140318	0.00019868	0.000163194	0.000142985	0.000240631
PWY0-321: phenylacetate degradation I (aerobic)	0	0	3.08235e-05	1.74703e-07	3.12347e-05	0	0	0	7.3673e-06	0	0	7.81856e-05	2.59968e-06	2.9655e-06	0	5.12154e-05	3.3309e-06	0	6.68415e-06	0	0	8.14458e-07	2.36069e-06	0	0	0	3.1661e-05	1.86639e-05	2.74478e-07	0	2.21733e-06	0	0	0	0	1.60069e-06	0	5.03546e-06	1.82251e-05	0	0	0	0	0	4.71696e-05	2.15595e-07	1.51717e-05	8.93847e-06	0	0	0	0	0	5.87161e-07	0	0	9.63174e-07	9.41782e-07	0	8.51893e-08	0	7.4641e-08	0	0	7.45582e-07	3.51565e-07	0	0
PWY0-41: allantoin degradation IV (anaerobic)	0	0	1.83125e-05	6.39315e-06	0	0	0	0	0	0	0	4.76673e-05	1.66216e-07	0	0	3.26531e-06	0	0	8.8902e-06	7.99232e-06	2.45177e-07	2.10714e-06	4.01365e-06	2.55352e-06	9.65434e-07	0	8.26143e-06	3.53272e-05	0	0	2.95171e-06	0	0	0	0	5.02167e-06	0	3.74641e-06	0	0	0	0	2.52799e-06	0	0	1.11882e-07	1.33435e-05	0	2.63978e-06	0	0	0	2.801e-07	1.49723e-06	0	6.23777e-07	9.25157e-07	1.44274e-06	4.11797e-07	1.0925e-06	2.81295e-07	4.51613e-07	0	1.36285e-07	6.08881e-07	2.20033e-07	4.84092e-07	0
PWY0-42: 2-methylcitrate cycle I	0	0	4.10225e-06	6.58643e-07	1.46031e-05	1.9398e-05	0	0	0	0	0	5.45508e-06	5.83239e-06	1.30445e-05	0	9.25959e-05	3.65843e-07	0	3.84254e-07	6.46061e-07	0	3.74988e-07	0	1.03306e-05	0	4.92968e-06	5.6815e-07	2.6943e-05	2.5269e-07	0	2.93985e-06	0	0	0	0	0	0	0	2.53143e-05	0	0	0	0	0	1.13258e-05	0	2.00324e-05	8.04093e-06	5.00267e-06	2.60563e-05	0	0	3.85008e-07	1.55142e-06	2.18953e-07	5.16766e-07	0	1.36965e-06	5.84136e-07	6.51068e-07	0	0	0	0	0	9.44149e-07	4.05292e-08	0
PWY0-781: aspartate superpathway	5.92575e-06	0	8.10173e-05	4.76654e-05	6.77118e-05	0.000221297	2.13475e-05	0	0.000100086	0	5.9453e-06	4.58079e-05	9.41612e-05	6.17309e-05	0	0.0001068	5.72677e-05	0.000128301	7.87453e-05	6.0355e-05	0.000187391	0.000173996	6.57161e-05	2.21457e-05	0.000155982	3.8328e-05	0.000141661	0.00010811	0.000104898	2.09348e-05	0.000107394	1.06742e-05	4.4732e-05	4.0397e-06	0	6.53656e-05	0.000122002	0.000102051	6.35145e-05	0	8.14975e-06	0	6.03417e-05	0.000106274	4.19147e-05	3.89931e-05	7.18987e-05	0.000195009	0.000123482	0.000102502	5.73318e-05	1.36493e-05	0.000163565	3.44739e-05	0.000133527	0.000170451	8.7334e-05	3.06313e-05	9.8658e-05	0.000108973	0.000127232	0.000129767	0.000108384	1.68193e-05	2.87782e-05	4.92058e-05	0.000120898	0.000124018
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	0	0	0	8.54713e-05	2.50927e-06	6.14403e-05	0	7.58309e-05	0.00014385	0	0	8.36073e-05	4.39259e-05	0.00023229	0	0	0.00013859	0.000224345	1.23631e-05	4.00465e-05	1.78899e-05	3.30331e-05	4.05012e-05	3.57422e-05	8.30199e-05	8.94909e-07	2.54934e-06	2.52206e-06	0.000149521	5.79217e-05	2.03854e-05	0.000446223	0.000190122	0	2.01715e-05	0.000174502	0.000233304	0.000113133	1.92326e-05	0	1.82769e-05	3.63756e-06	9.37374e-05	0	0	8.70955e-05	3.29012e-05	0.000193506	6.85109e-05	4.91861e-05	0	0	0.000147716	6.94364e-05	0.000175382	9.94075e-05	0.000107099	7.05922e-05	0.000183964	0.000181278	0.000178143	0.000119388	0.000162371	7.88864e-05	9.73386e-05	4.84204e-05	6.80655e-05	3.72203e-05
PWY0-862: (5Z)-dodec-5-enoate biosynthesis	2.38463e-05	0	7.05084e-05	5.99803e-05	0.000203414	0.000144966	3.27456e-06	0.000154444	0.000201188	0.000296863	0.000415966	0.000150218	5.85736e-05	7.11284e-05	9.05098e-05	0.000125949	5.2897e-05	1.18899e-05	4.51367e-05	5.93216e-05	1.00114e-06	1.92646e-05	2.29911e-05	0.000338728	1.28234e-05	0.000194143	6.97966e-05	0.000166884	8.92296e-05	7.5267e-06	2.06351e-05	1.98969e-05	0	5.05547e-05	4.58968e-05	2.35929e-05	1.10772e-05	1.49833e-05	0.000176763	6.44588e-05	7.62329e-05	3.20489e-05	2.39008e-05	0.000200292	0.000190892	5.64608e-05	6.06732e-05	0.000174832	7.72482e-05	0.000143883	0	0.000300905	7.7603e-06	1.28874e-05	2.64638e-05	1.47912e-05	8.85307e-06	1.27332e-05	1.0817e-05	1.15764e-05	6.80956e-06	5.04493e-06	2.37304e-05	1.75277e-06	1.02232e-05	7.71316e-06	2.92356e-06	2.35063e-06
PWY0-881: superpathway of fatty acid biosynthesis I (E. coli)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.78447e-06	0	0	0	0	0	3.47331e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY1F-823: leucopelargonidin and leucocyanidin biosynthesis	4.40971e-06	0	3.5166e-07	0	2.36504e-06	4.25698e-07	0	0	3.57026e-07	0	0	0	3.6828e-06	0	0	0	6.94489e-08	6.78642e-08	0	0	0	3.81243e-07	0	0	0	0	1.05674e-07	0	0	0	5.02615e-08	9.00664e-08	0	0	0	1.32477e-07	0	0	6.20323e-06	0	0	0	0	0	5.71661e-07	1.22469e-06	3.24842e-07	8.90448e-08	0	1.14174e-07	0	0	0	2.8234e-07	0	0	0	5.01795e-07	0	0	0	0	0	1.98926e-07	0	0	8.85262e-08	9.52216e-08
PWY1G-0: mycothiol biosynthesis	0	0	0	0	1.6296e-07	0	0	0	0	0	3.95086e-08	0	1.84179e-06	3.10835e-07	0	0	1.54817e-06	0	0	0	0	6.55222e-07	0	0	0	0	0	0	1.32244e-07	0	0	2.16162e-07	0	0	0	6.1525e-07	0	0	0	0	0	0	0	0	0	6.31287e-07	0	2.43881e-07	1.77876e-06	1.63249e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY3DJ-35471: L-ascorbate biosynthesis IV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.9417e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY3O-19: ubiquinol-6 biosynthesis from 4-hydroxybenzoate (eukaryotic)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.41526e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29465e-05	0	0	0	0	0	1.10541e-05	8.17946e-07	2.18447e-06	0	0	0	0	2.00176e-07	0	0	0	1.949e-06	0	0	0	0	0	8.30242e-07	0	0	0	0
PWY3O-355: stearate biosynthesis III (fungi)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49519e-05	0	0	0	0	0	9.96572e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY490-3: nitrate reduction VI (assimilatory)	0	0	0	5.65634e-06	0	0	0	0	0	0	0	2.0279e-06	0	0	0	0	1.20997e-05	2.821e-06	0	0	0	6.64092e-06	3.74729e-06	0	4.70916e-06	0	3.69345e-05	6.30235e-06	0	2.11622e-06	1.19583e-05	0	0	0	0	1.20375e-05	4.35349e-07	1.00305e-05	0	0	0	0	1.41279e-05	0	0	0	0	4.08465e-07	7.96469e-06	3.50746e-07	0	0	3.79441e-06	4.64239e-06	1.69849e-06	4.76795e-06	2.95995e-06	3.58855e-06	2.99278e-06	5.09079e-06	0	2.03104e-06	1.08515e-06	3.07459e-06	2.03649e-06	2.84413e-06	1.06304e-06	0
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	3.39322e-06	0	0.000112509	0.000190044	0.000261997	9.75473e-05	5.87486e-06	3.08041e-06	0.00010955	0.000248323	0.000174763	0.000242692	6.05566e-05	7.03406e-05	8.95625e-05	0.000329495	0.000134864	0.000106526	0.000138144	3.47987e-05	1.14824e-05	0.000169728	5.67639e-05	0.00015141	5.43002e-05	0.000219541	0.000232389	0.000201003	4.52519e-05	1.39006e-05	5.1437e-05	2.02924e-06	8.60122e-05	3.46819e-06	1.42235e-05	9.96683e-05	2.43951e-05	0.000182857	0.000167543	0	9.37878e-05	1.59876e-06	0.000111057	4.74697e-05	0.000303359	9.9404e-05	0.000130473	0.00018588	6.85608e-05	0.000140938	2.83899e-05	0.000241426	6.00847e-05	9.26844e-05	2.10749e-05	2.18628e-05	5.19438e-05	9.9251e-05	6.22661e-05	6.5004e-05	6.57411e-05	8.17124e-05	5.65014e-05	1.97619e-05	6.24883e-05	4.07586e-05	1.35014e-05	0.000197852
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	3.39322e-06	0	0.000112506	0.000190044	0.00026167	9.75321e-05	5.87486e-06	3.08041e-06	0.000109549	0.000248323	0.000174763	0.000242692	6.05559e-05	7.03406e-05	8.95625e-05	0.000329487	0.000134863	0.000106526	0.000138143	3.47987e-05	1.14824e-05	0.000169722	5.67639e-05	0.00015141	5.43002e-05	0.000219541	0.000232386	0.000201003	4.52519e-05	1.39006e-05	5.14362e-05	2.02924e-06	8.60122e-05	3.46819e-06	1.42235e-05	9.96683e-05	2.43951e-05	0.000182857	0.000167353	0	9.37878e-05	1.59876e-06	0.000111057	4.74346e-05	0.000303349	9.9403e-05	0.000130466	0.000185863	6.856e-05	0.000140938	2.83899e-05	0.000241426	6.00847e-05	9.26844e-05	2.10749e-05	2.18628e-05	5.19438e-05	9.9251e-05	6.2266e-05	6.5004e-05	6.57411e-05	8.17124e-05	5.65014e-05	1.97619e-05	6.24883e-05	4.07586e-05	1.35013e-05	0.000197852
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	0	0	0	3.28004e-05	1.67863e-06	7.2353e-05	0	0	1.3423e-05	0	0	1.92125e-05	2.30453e-05	6.67113e-06	0	2.94078e-06	2.48942e-05	1.48066e-05	0	0	1.32727e-05	7.17291e-06	1.33591e-05	1.19126e-06	9.41264e-06	1.34859e-05	7.62071e-05	8.52812e-06	1.47223e-05	8.71839e-06	2.37104e-05	2.28799e-06	5.64408e-06	0	0	1.53699e-05	1.86548e-05	2.04404e-05	6.69839e-06	0	7.07751e-05	0	2.6137e-05	0	2.04847e-05	6.01926e-06	5.15643e-05	3.7195e-05	3.7796e-05	1.20915e-05	0	0	1.39861e-05	2.34706e-05	1.63405e-05	1.9484e-05	2.32699e-05	1.88705e-05	1.8594e-05	2.34693e-05	1.26022e-05	1.85713e-05	1.50439e-05	1.36572e-05	1.19379e-05	1.04133e-05	1.68294e-05	6.21333e-06
PWY66-367: ketogenesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26889e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08943e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.12516e-06	0	0	0	8.94044e-06	0	0	0	0	0	9.4727e-07	0	7.65101e-07	0	0
PWY66-375: leukotriene biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01731e-05	0	0	0	0	0	6.14092e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-388: fatty acid &alpha;-oxidation III	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11626e-05	0	0	0	0	0	9.05784e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-389: phytol degradation	1.32562e-05	0	3.43222e-05	2.36367e-06	2.56059e-06	7.75491e-05	2.29394e-07	2.84717e-05	0	0.000168711	9.22115e-05	3.42095e-08	2.00823e-06	8.20352e-07	2.71743e-05	1.75715e-06	0	3.73358e-06	9.62698e-06	1.98494e-05	0	0	4.97334e-06	0.000164615	0	3.56079e-07	0	3.83821e-05	4.49474e-05	0	0	1.56826e-06	0	3.75535e-06	0	0	0	0	0.000101776	1.19633e-05	5.78867e-05	1.24366e-06	0	2.93082e-05	1.41592e-06	7.52342e-07	6.23333e-05	9.22517e-07	4.35587e-06	3.44504e-06	2.94512e-05	0.000125406	0	0	0	5.12003e-06	0	0	0	1.50709e-06	0	0	0	0	0	1.10976e-06	0	0
PWY66-391: fatty acid &beta;-oxidation VI (peroxisome)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64746e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
